sku,description,product_type,product_family,product_dimension,usage,network_interface,ports,uplinks,poe_type,power_configuration,stacking,routing_capabilities,list_price_usd,orderability,sheet,workbook,radio_specification,spatial_streams,indoor_outdoor
FED-MS355-48X2-1Y,"Meraki FedRAMP MS355-48X2 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,1658.25,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X2-3Y,"Meraki FedRAMP MS355-48X2 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,3731.06,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X2-5Y,"Meraki FedRAMP MS355-48X2 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,6218.44,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X2-7Y,"Meraki FedRAMP MS355-48X2 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,8705.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X2-1D,"Meraki FedRAMP MS355-48X2 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,5.72,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS450-12-10Y,"Meraki FedRAMP MS450 12-port ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,13747.14,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS450-12-1D,"Meraki FedRAMP MS450 12-port ENT License and Support, 1Day",License,Switches,Meraki MS License,,,,,,,,,6.32,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS450-12-1Y,"Meraki FedRAMP MS450 12-port ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,1832.87,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS450-12-3Y,"Meraki FedRAMP MS450 12-port ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,4124.27,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS450-12-5Y,"Meraki FedRAMP MS450 12-port ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,6872.94,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS450-12-7Y,"Meraki FedRAMP MS450 12-port ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,9622.88,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24-1YR,"Meraki MS120-24 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,106.37,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24-10YR,"Meraki MS120-24 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,797.78,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24-3YR,"Meraki MS120-24 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,239.84,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24-5YR,"Meraki MS120-24 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,399.39,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24-7YR,"Meraki MS120-24 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,558.95,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24-1D,Meraki MS120-24 Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.37,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24P-1YR,"Meraki MS120-24P Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,171.6,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24P-10YR,"Meraki MS120-24P Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1287.49,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24P-3YR,"Meraki MS120-24P Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,386.35,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24P-5YR,"Meraki MS120-24P Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,643.24,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24P-7YR,"Meraki MS120-24P Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,901.14,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-24P-1D,Meraki MS120-24P Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.59,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48-1YR,"Meraki MS120-48 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,194.68,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48-10YR,"Meraki MS120-48 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1460.09,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48-3YR,"Meraki MS120-48 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,438.53,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48-5YR,"Meraki MS120-48 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,730.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48-7YR,"Meraki MS120-48 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1022.57,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48-1D,Meraki MS120-48 Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.67,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48FP-1YR,"Meraki MS120-48FP Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,313.09,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48FP-10Y,"Meraki MS120-48FP Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,2348.19,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48FP-3YR,"Meraki MS120-48FP Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,704.46,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48FP-5YR,"Meraki MS120-48FP Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,1174.1,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48FP-7YR,"Meraki MS120-48FP Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1643.73,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48FP-1D,Meraki MS120-48FP Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,1.08,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48LP-1YR,"Meraki MS120-48LP Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,259.91,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48LP-10Y,"Meraki MS120-48LP Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1949.8,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48LP-3YR,"Meraki MS120-48LP Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,585.04,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48LP-5YR,"Meraki MS120-48LP Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,974.4,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48LP-7YR,"Meraki MS120-48LP Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1364.76,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-48LP-1D,Meraki MS120-48LP Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.89,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8-1YR,"Meraki MS120-8 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,47.16,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8-10YR,"Meraki MS120-8 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,354.24,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8-3YR,"Meraki MS120-8 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,106.37,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8-5YR,"Meraki MS120-8 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,176.62,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8-7YR,"Meraki MS120-8 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,247.86,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8-1D,Meraki MS120-8 Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.16,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8FP-1YR,"Meraki MS120-8FP Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,77.27,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8FP-10YR,"Meraki MS120-8FP Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,580.02,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8FP-3YR,"Meraki MS120-8FP Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,173.61,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8FP-5YR,"Meraki MS120-8FP Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,290.01,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8FP-7YR,"Meraki MS120-8FP Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,405.41,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8FP-1D,Meraki MS120-8FP Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.27,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8LP-1YR,"Meraki MS120-8LP Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,59.21,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8LP-10YR,"Meraki MS120-8LP Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,444.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8LP-3YR,"Meraki MS120-8LP Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,133.47,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8LP-5YR,"Meraki MS120-8LP Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,221.77,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8LP-7YR,"Meraki MS120-8LP Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,311.09,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS120-8LP-1D,Meraki MS120-8LP Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.2,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24-1Y,"Meraki MS125-24 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,159.56,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24-10Y,"Meraki MS125-24 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1197.18,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24-3Y,"Meraki MS125-24 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,359.25,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24-5Y,"Meraki MS125-24 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,598.09,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24-7Y,"Meraki MS125-24 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,837.92,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24-1D,Meraki MS125-24 Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24P-1Y,"Meraki MS125-24P Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,259.91,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24P-10Y,"Meraki MS125-24P Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1949.8,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24P-3Y,"Meraki MS125-24P Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,585.04,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24P-5Y,"Meraki MS125-24P Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,974.4,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24P-7Y,"Meraki MS125-24P Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1364.76,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-24P-1D,Meraki MS125-24P Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.89,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48-1Y,"Meraki MS125-48 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,230.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48-10Y,"Meraki MS125-48 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1731.04,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48-3Y,"Meraki MS125-48 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,519.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48-5Y,"Meraki MS125-48 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,866.02,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48-7Y,"Meraki MS125-48 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1212.23,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48-1D,Meraki MS125-48 Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,0.79,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48FP-1Y,"Meraki MS125-48FP Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,448.56,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48FP-10Y,"Meraki MS125-48FP Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,3364.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48FP-3Y,"Meraki MS125-48FP Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,1009.52,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48FP-5Y,"Meraki MS125-48FP Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,1681.87,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48FP-7Y,"Meraki MS125-48FP Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,2355.21,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48FP-1D,Meraki MS125-48FP Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,1.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48LP-1Y,"Meraki MS125-48LP Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,301.05,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48LP-10Y,"Meraki MS125-48LP Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,2257.88,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48LP-3Y,"Meraki MS125-48LP Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,677.36,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48LP-5Y,"Meraki MS125-48LP Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,1128.94,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48LP-7Y,"Meraki MS125-48LP Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1580.51,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS125-48LP-1D,Meraki MS125-48LP Enterprise License and Support-1 Day,License,Switches,Meraki MS License,,,,,,,,,1.03,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24A-1Y,"Meraki MS130-24 Advanced License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,345.2,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24A-3Y,"Meraki MS130-24 Advanced License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,776.71,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24A-5Y,"Meraki MS130-24 Advanced License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,1294.52,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24-1D,"Meraki MS130-24 Enterprise License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,0.6,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24-1Y,"Meraki MS130-24 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,172.6,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24-10Y,"Meraki MS130-24 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1294.52,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24-3Y,"Meraki MS130-24 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,388.35,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24-5Y,"Meraki MS130-24 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,647.26,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-24-7Y,"Meraki MS130-24 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,906.16,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48A-1Y,"Meraki MS130-48 Advanced License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,596.08,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48A-3Y,"Meraki MS130-48 Advanced License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,1342.68,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48A-5Y,"Meraki MS130-48 Advanced License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,2239.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48-1D,"Meraki MS130-48 Enterprise License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,1.0,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48-1Y,"Meraki MS130-48 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,298.04,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48-10Y,"Meraki MS130-48 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,2238.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48-3Y,"Meraki MS130-48 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,671.34,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48-5Y,"Meraki MS130-48 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,1119.91,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-48-7Y,"Meraki MS130-48 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1567.47,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPTA-1Y,"Meraki MS130-CMPT Advanced License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,134.47,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPTA-3Y,"Meraki MS130-CMPT Advanced License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,301.05,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPTA-5Y,"Meraki MS130-CMPT Advanced License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,499.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPT-1D,"Meraki MS130-CMPT Enterprise License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,0.2,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPT-1Y,"Meraki MS130-CMPT Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,67.23,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPT-10Y,"Meraki MS130-CMPT Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,499.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPT-3Y,"Meraki MS130-CMPT Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,150.53,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPT-5Y,"Meraki MS130-CMPT Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,249.87,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS130-CMPT-7Y,"Meraki MS130-CMPT Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,349.22,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24A-1D,"Meraki MS150-24 Advanced License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,0.6,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24A-1Y,"Meraki MS150-24 Advanced License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,345.2,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24A-10Y,"Meraki MS150-24 Advanced License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,2589.03,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24A-3Y,"Meraki MS150-24 Advanced License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,776.71,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24A-5Y,"Meraki MS150-24 Advanced License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,1294.52,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24A-7Y,"Meraki MS150-24 Advanced License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1812.32,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24-1D,"Meraki MS150-24 Enterprise License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,0.6,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24-1Y,"Meraki MS150-24 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,172.6,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-24-1YR,"Meraki MS150-24 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,216.08,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24-10Y,"Meraki MS150-24 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1294.52,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-24-10YR,"Meraki MS150-24 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,1620.56,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24-3Y,"Meraki MS150-24 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,388.35,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-24-3YR,"Meraki MS150-24 Enterprise License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,486.17,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24-5Y,"Meraki MS150-24 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,647.26,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-24-5YR,"Meraki MS150-24 Enterprise License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,810.28,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-24-7Y,"Meraki MS150-24 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,906.16,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-24-7YR,"Meraki MS150-24 Enterprise License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,1134.39,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48A-1D,"Meraki MS150-48 Advanced License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,1.0,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48A-1Y,"Meraki MS150-48 Advanced License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,596.08,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48A-10Y,"Meraki MS150-48 Advanced License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,4477.62,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48A-3Y,"Meraki MS150-48 Advanced License and Support, 3 Year",License,Switches,Meraki MS License,,,,,,,,,1342.68,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48A-5Y,"Meraki MS150-48 Advanced License and Support, 5 Year",License,Switches,Meraki MS License,,,,,,,,,2239.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48A-7Y,"Meraki MS150-48 Advanced License and Support, 7 Year",License,Switches,Meraki MS License,,,,,,,,,3134.93,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48-1D,"Meraki MS150-48 Enterprise License and Support, 1 Day",License,Switches,Meraki MS License,,,,,,,,,1.0,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48-1Y,"Meraki MS150-48 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,298.04,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-48-1YR,"Meraki MS150-48 Enterprise License and Support, 1 Year",License,Switches,Meraki MS License,,,,,,,,,373.11,ICW-ONLY,Sheet1,Cisco Switches MS,,,
LIC-MS150-48-10Y,"Meraki MS150-48 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,2238.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS150-48-10YR,"Meraki MS150-48 Enterprise License and Support, 10 Year",License,Switches,Meraki MS License,,,,,,,,,2802.69,ICW-ONLY,Sheet1,Cisco Switches MS,,,
